"","porifera","bryozoa","ascidiacea_c","ascidiacea_s","foraminifera","other_algae","annelida","bivalvia","hydrozoa","prokariotic_biotas","Cirripedia","No_Recruitment","Sediments","CCA"
"RODARMS1_02U",0,0,0,0,0,0,36.1111111111111,0,0,2.77777777777778,0,27.7777777777778,11.1111111111111,22.2222222222222
"RODARMS1_03D",0,16.1290322580645,0,6.45161290322581,0,0,0,3.2258064516129,0,6.45161290322581,0,41.9354838709677,0,25.8064516129032
"RODARMS1_03U",0,0,0,0,27.6595744680851,0,2.12765957446809,0,0,4.25531914893617,2.12765957446809,2.12765957446809,25.531914893617,36.1702127659575
"RODARMS1_04D",0,4.34782608695652,0,0,4.34782608695652,0,4.34782608695652,0,0,4.34782608695652,21.7391304347826,28.2608695652174,0,32.6086956521739
"RODARMS1_04U",0,0,0,0,0,0,33.3333333333333,0,0,2.56410256410256,0,5.12820512820513,33.3333333333333,25.6410256410256
"RODARMS1_05D",7.89473684210526,7.89473684210526,5.26315789473684,2.63157894736842,0,0,10.5263157894737,2.63157894736842,0,2.63157894736842,0,26.3157894736842,2.63157894736842,31.5789473684211
"RODARMS1_05U",0,4.25531914893617,0,0,21.2765957446809,2.12765957446809,0,0,0,2.12765957446809,6.38297872340426,21.2765957446809,14.8936170212766,27.6595744680851
"RODARMS1_06D",0,24.4444444444444,0,0,2.22222222222222,0,0,0,0,2.22222222222222,13.3333333333333,33.3333333333333,2.22222222222222,22.2222222222222
"RODARMS1_06U",5.12820512820513,0,2.56410256410256,2.56410256410256,0,0,30.7692307692308,0,0,0,0,30.7692307692308,17.9487179487179,10.2564102564103
"RODARMS1_07D",2.32558139534884,2.32558139534884,9.30232558139535,2.32558139534884,0,0,4.65116279069767,4.65116279069767,0,6.97674418604651,0,44.1860465116279,0,23.2558139534884
"RODARMS1_07U",2.12765957446809,4.25531914893617,0,0,25.531914893617,0,6.38297872340426,0,0,0,12.7659574468085,4.25531914893617,21.2765957446809,23.4042553191489
"RODARMS1_08D",4.16666666666667,33.3333333333333,0,0,2.08333333333333,0,8.33333333333333,0,0,4.16666666666667,27.0833333333333,14.5833333333333,0,6.25
"RODARMS1_08U",2.63157894736842,0,0,0,0,0,23.6842105263158,0,0,5.26315789473684,0,23.6842105263158,21.0526315789474,23.6842105263158
"RODARMS1_09D",5.88235294117647,8.8235294117647,8.82352941176471,8.8235294117647,0,0,2.94117647058824,2.94117647058824,0,14.7058823529412,0,26.4705882352941,0,20.5882352941176
"RODARMS1_09U",0,2.08333333333333,0,0,43.75,0,0,0,0,2.08333333333333,0,10.4166666666667,18.75,22.9166666666667
"RODARMS1_10D",0,0,0,0,16.2790697674419,0,0,0,11.6279069767442,18.6046511627907,2.32558139534884,20.9302325581395,0,30.2325581395349
"RODARMS2_02U",4.8780487804878,2.4390243902439,0,0,0,0,9.75609756097561,0,0,2.4390243902439,0,21.9512195121951,31.7073170731707,26.8292682926829
"RODARMS2_03D",7.5,2.5,0,0,0,2.5,17.5,7.5,0,2.5,0,30,0,30
"RODARMS2_03U",23.4042553191489,0,0,0,12.7659574468085,0,4.25531914893617,0,2.12765957446809,0,0,14.8936170212766,17.0212765957447,25.531914893617
"RODARMS2_04D",2.08333333333333,8.33333333333333,0,0,2.08333333333333,0,0,0,6.25,10.4166666666667,8.33333333333333,27.0833333333333,0,35.4166666666667
"RODARMS2_04U",0,0,0,0,0,0,31.4285714285714,0,0,5.71428571428571,0,14.2857142857143,17.1428571428571,31.4285714285714
"RODARMS2_05D",2.85714285714286,0,0,2.85714285714286,0,0,8.57142857142857,8.57142857142857,5.71428571428571,5.71428571428571,0,34.2857142857143,0,31.4285714285714
"RODARMS2_05U",2.12765957446809,2.12765957446809,0,0,10.6382978723404,0,10.6382978723404,0,0,6.38297872340426,0,6.38297872340426,34.0425531914894,27.6595744680851
"RODARMS2_06D",0,4,0,0,2,0,2,0,8,16,0,46,0,22
"RODARMS2_06U",0,0,0,0,0,0,33.3333333333333,0,0,3.03030303030303,0,21.2121212121212,9.09090909090909,33.3333333333333
"RODARMS2_07D",11.7647058823529,11.7647058823529,5.88235294117647,0,0,0,5.88235294117647,0,2.94117647058824,2.94117647058824,0,26.4705882352941,0,32.3529411764706
"RODARMS2_07U",11.1111111111111,2.22222222222222,0,0,20,0,0,0,0,2.22222222222222,0,4.44444444444444,33.3333333333333,26.6666666666667
"RODARMS2_08D",2.12765957446809,10.6382978723404,0,0,2.12765957446809,0,0,0,2.12765957446809,10.6382978723404,2.12765957446809,34.0425531914894,0,36.1702127659575
"RODARMS2_08U",0,2.94117647058824,0,0,0,0,17.6470588235294,0,0,5.88235294117647,0,20.5882352941176,17.6470588235294,35.2941176470588
"RODARMS2_09D",0,3.03030303030303,6.06060606060606,6.06060606060606,0,0,12.1212121212121,0,0,3.03030303030303,0,39.3939393939394,0,30.3030303030303
"RODARMS2_09U",2.12765957446809,2.12765957446809,0,0,23.4042553191489,0,2.12765957446809,8.51063829787234,0,8.51063829787234,0,8.51063829787234,10.6382978723404,34.0425531914894
"RODARMS2_10D",4.08163265306122,14.2857142857143,2.04081632653061,0,16.3265306122449,0,6.12244897959184,0,0,16.3265306122449,0,24.4897959183673,0,16.3265306122449
"RODARMS3_02U",14.2857142857143,0,0,0,0,0,19.047619047619,0,0,0,0,21.4285714285714,23.8095238095238,21.4285714285714
"RODARMS3_03D",7.69230769230769,10.2564102564103,2.56410256410256,0,0,0,0,0,2.56410256410256,7.69230769230769,0,38.4615384615385,0,30.7692307692308
"RODARMS3_03U",20.8333333333333,0,0,0,18.75,0,10.4166666666667,0,0,2.08333333333333,0,14.5833333333333,12.5,20.8333333333333
"RODARMS3_04D",14.8936170212766,0,0,0,14.8936170212766,0,2.12765957446809,2.12765957446809,0,12.7659574468085,0,29.7872340425532,0,23.4042553191489
"RODARMS3_04U",11.1111111111111,0,0,0,0,0,36.1111111111111,0,0,2.77777777777778,0,11.1111111111111,16.6666666666667,22.2222222222222
"RODARMS3_05D",11.1111111111111,2.77777777777778,8.33333333333333,0,0,0,8.33333333333333,0,0,8.33333333333333,0,38.8888888888889,0,22.2222222222222
"RODARMS3_05U",12,0,0,0,4,0,12,0,0,6,0,4,24,38
"RODARMS3_06D",2.22222222222222,4.44444444444444,2.22222222222222,0,6.66666666666667,0,8.88888888888889,0,0,13.3333333333333,0,28.8888888888889,0,33.3333333333333
"RODARMS3_06U",11.9047619047619,0,0,2.38095238095238,0,0,14.2857142857143,0,0,9.52380952380952,0,19.047619047619,9.52380952380952,33.3333333333333
"RODARMS3_07D",10,0,12.5,0,0,0,0,0,0,7.5,0,42.5,0,27.5
"RODARMS3_07U",42.5531914893617,0,0,0,12.7659574468085,0,2.12765957446809,0,0,2.12765957446809,0,2.12765957446809,6.38297872340426,31.9148936170213
"RODARMS3_08D",18.3673469387755,4.08163265306122,2.04081632653061,0,16.3265306122449,0,0,0,0,4.08163265306122,0,14.2857142857143,0,40.8163265306122
"RODARMS3_08U",4.76190476190476,0,0,0,0,0,9.52380952380952,0,0,11.9047619047619,0,16.6666666666667,28.5714285714286,28.5714285714286
"RODARMS3_09D",0,2.85714285714286,0,5.71428571428571,0,0,2.85714285714286,2.85714285714286,0,20,0,40,0,25.7142857142857
"RODARMS3_09U",8.16326530612245,0,0,0,32.6530612244898,0,0,0,0,4.08163265306122,0,6.12244897959184,14.2857142857143,34.6938775510204
"RODARMS3_10D",6.38297872340426,6.38297872340426,8.51063829787234,0,12.7659574468085,0,6.38297872340426,0,0,31.9148936170213,0,10.6382978723404,0,17.0212765957447
"RODARMS4_02U",4.65116279069767,39.5348837209302,2.32558139534884,0,6.97674418604651,6.97674418604651,9.30232558139535,0,0,2.32558139534884,0,11.6279069767442,0,16.2790697674419
"RODARMS4_03D",8.10810810810811,45.945945945946,10.8108108108108,0,2.7027027027027,5.40540540540541,2.7027027027027,5.40540540540541,0,0,0,8.10810810810811,0,10.8108108108108
"RODARMS4_03U",25,10.4166666666667,2.08333333333333,0,25,6.25,4.16666666666667,0,0,0,8.33333333333333,4.16666666666667,4.16666666666667,10.4166666666667
"RODARMS4_04D",0,39.5833333333333,29.1666666666667,0,2.08333333333333,2.08333333333333,0,6.25,0,2.08333333333333,4.16666666666667,6.25,0,8.33333333333333
"RODARMS4_04U",14.2857142857143,14.2857142857143,0,2.38095238095238,9.52380952380952,0,11.9047619047619,0,0,0,0,4.76190476190476,11.9047619047619,30.952380952381
"RODARMS4_05D",0,22.2222222222222,11.1111111111111,0,0,0,11.1111111111111,5.55555555555556,0,8.33333333333333,0,16.6666666666667,0,25
"RODARMS4_05U",30,10,0,0,20,4,2,0,0,2,0,4,0,28
"RODARMS4_06D",0,46,12,0,8,0,8,4,2,0,4,2,0,14
"RODARMS4_06U",13.5135135135135,8.10810810810811,0,0,2.7027027027027,0,16.2162162162162,0,0,5.40540540540541,0,10.8108108108108,8.10810810810811,35.1351351351351
"RODARMS4_07D",19.5121951219512,7.31707317073171,7.31707317073171,2.4390243902439,0,4.8780487804878,7.31707317073171,12.1951219512195,0,2.4390243902439,0,7.31707317073171,0,29.2682926829268
"RODARMS4_07U",8.69565217391304,15.2173913043478,2.17391304347826,0,23.9130434782609,2.17391304347826,6.52173913043478,2.17391304347826,0,8.69565217391304,2.17391304347826,13.0434782608696,0,15.2173913043478
"RODARMS4_08D",6.12244897959184,32.6530612244898,6.12244897959184,0,14.2857142857143,0,0,4.08163265306122,2.04081632653061,6.12244897959184,4.08163265306122,6.12244897959184,2.04081632653061,16.3265306122449
"RODARMS4_08U",7.89473684210526,13.1578947368421,0,0,2.63157894736842,0,15.7894736842105,0,2.63157894736842,0,0,2.63157894736842,26.3157894736842,28.9473684210526
"RODARMS4_09D",22.5806451612903,29.0322580645161,0,0,0,0,3.2258064516129,6.45161290322581,0,3.2258064516129,0,16.1290322580645,0,19.3548387096774
"RODARMS4_09U",10.6382978723404,6.38297872340426,17.0212765957447,0,17.0212765957447,2.12765957446809,0,4.25531914893617,0,4.25531914893617,2.12765957446809,2.12765957446809,2.12765957446809,31.9148936170213
"RODARMS4_10D",4.16666666666667,52.0833333333333,14.5833333333333,0,0,0,0,8.33333333333333,0,2.08333333333333,0,0,0,18.75
"RODARMS5_02U",5,30,0,0,0,0,10,0,0,5,0,5,20,25
"RODARMS5_03D",14.7058823529412,23.5294117647059,8.8235294117647,0,2.94117647058824,0,5.88235294117647,0,0,2.94117647058824,2.94117647058824,17.6470588235294,2.94117647058824,17.6470588235294
"RODARMS5_03U",2.12765957446809,38.2978723404255,0,0,8.51063829787234,4.25531914893617,6.38297872340426,0,2.12765957446809,4.25531914893617,0,6.38297872340426,0,27.6595744680851
"RODARMS5_04D",0,62,0,0,2,0,2,0,2,0,0,4,0,28
"RODARMS5_04U",6.25,15.625,0,0,0,0,12.5,0,0,0,0,28.125,15.625,21.875
"RODARMS5_05D",8.57142857142857,40,5.71428571428571,0,0,0,5.71428571428571,2.85714285714286,0,2.85714285714286,0,14.2857142857143,0,20
"RODARMS5_05U",6.38297872340426,40.4255319148936,2.12765957446809,0,12.7659574468085,0,2.12765957446809,0,2.12765957446809,2.12765957446809,2.12765957446809,0,2.12765957446809,27.6595744680851
"RODARMS5_06D",19.1489361702128,31.9148936170213,2.12765957446809,0,6.38297872340426,0,4.25531914893617,0,4.25531914893617,6.38297872340426,6.38297872340426,4.25531914893617,0,14.8936170212766
"RODARMS5_06U",5.12820512820513,2.56410256410256,0,0,0,0,20.5128205128205,2.56410256410256,0,0,0,17.9487179487179,15.3846153846154,35.8974358974359
"RODARMS5_07D",7.69230769230769,23.0769230769231,2.56410256410256,0,0,0,10.2564102564103,2.56410256410256,0,2.56410256410256,0,17.9487179487179,0,33.3333333333333
"RODARMS5_07U",4.16666666666667,45.8333333333333,6.25,0,8.33333333333333,0,0,0,4.16666666666667,4.16666666666667,0,4.16666666666667,2.08333333333333,20.8333333333333
"RODARMS5_08D",0,59.1836734693878,16.3265306122449,0,2.04081632653061,0,0,0,0,0,4.08163265306122,0,0,18.3673469387755
"RODARMS5_08U",14.7058823529412,32.3529411764706,29.4117647058824,0,2.94117647058824,0,0,2.94117647058824,0,0,0,11.7647058823529,0,5.88235294117647
"RODARMS5_09D",0,31.5789473684211,0,0,0,0,15.7894736842105,0,0,2.63157894736842,0,21.0526315789474,10.5263157894737,18.4210526315789
"RODARMS5_09U",4.08163265306122,42.8571428571429,2.04081632653061,0,6.12244897959184,0,0,4.08163265306122,0,4.08163265306122,2.04081632653061,2.04081632653061,2.04081632653061,30.6122448979592
"RODARMS5_10D",2.12765957446809,59.5744680851064,10.6382978723404,0,0,0,0,0,4.25531914893617,2.12765957446809,4.25531914893617,6.38297872340426,0,10.6382978723404
"RODARMS6_02U",0,17.9487179487179,0,0,2.56410256410256,0,20.5128205128205,5.12820512820513,0,0,0,28.2051282051282,12.8205128205128,12.8205128205128
"RODARMS6_03D",10,12.5,7.5,0,0,0,2.5,15,0,0,0,17.5,0,35
"RODARMS6_03U",17.3913043478261,30.4347826086957,0,0,19.5652173913043,0,2.17391304347826,8.69565217391304,0,0,0,0,2.17391304347826,19.5652173913043
"RODARMS6_04D",10.8695652173913,28.2608695652174,0,0,4.34782608695652,0,0,8.69565217391304,0,0,17.3913043478261,10.8695652173913,0,19.5652173913043
"RODARMS6_04U",0,4.65116279069767,0,11.6279069767442,0,0,37.2093023255814,0,0,0,0,23.2558139534884,11.6279069767442,11.6279069767442
"RODARMS6_05D",19.5121951219512,9.75609756097561,14.6341463414634,0,0,0,2.4390243902439,14.6341463414634,0,0,0,24.390243902439,0,14.6341463414634
"RODARMS6_05U",2.12765957446809,61.7021276595745,0,0,4.25531914893617,0,0,0,0,0,6.38297872340426,0,0,25.531914893617
"RODARMS6_06D",0,48.9795918367347,8.16326530612245,0,4.08163265306122,0,2.04081632653061,4.08163265306122,0,2.04081632653061,12.2448979591837,2.04081632653061,0,16.3265306122449
"RODARMS6_06U",5.55555555555556,13.8888888888889,0,0,2.77777777777778,0,16.6666666666667,2.77777777777778,0,13.8888888888889,0,13.8888888888889,8.33333333333333,22.2222222222222
"RODARMS6_07D",12.5,34.375,18.75,0,0,0,6.25,0,0,0,0,9.375,0,18.75
"RODARMS6_07U",15.2173913043478,45.6521739130435,0,0,2.17391304347826,0,0,2.17391304347826,0,8.69565217391304,0,0,0,26.0869565217391
"RODARMS6_08D",6.38297872340426,65.9574468085106,4.25531914893617,0,8.51063829787234,0,0,2.12765957446809,0,0,0,0,0,12.7659574468085
"RODARMS6_08U",8.33333333333333,8.33333333333333,0,0,0,0,22.2222222222222,0,0,0,0,25,11.1111111111111,25
"RODARMS6_09D",5.71428571428571,28.5714285714286,2.85714285714286,0,0,0,2.85714285714286,14.2857142857143,0,5.71428571428571,0,8.57142857142857,0,31.4285714285714
"RODARMS6_09U",6,42,0,0,12,0,2,2,0,0,4,4,0,28
"RODARMS6_10D",4.16666666666667,47.9166666666667,12.5,0,0,0,0,6.25,2.08333333333333,2.08333333333333,4.16666666666667,2.08333333333333,0,18.75
"RODARMS7_02U",6.06060606060606,6.06060606060606,0,0,0,0,12.1212121212121,0,0,6.06060606060606,0,24.2424242424242,30.3030303030303,15.1515151515152
"RODARMS7_03D",5.71428571428571,31.4285714285714,0,0,0,0,0,0,8.57142857142857,14.2857142857143,0,14.2857142857143,0,25.7142857142857
"RODARMS7_03U",0,25,0,0,6.25,0,22.9166666666667,0,0,8.33333333333333,0,0,20.8333333333333,16.6666666666667
"RODARMS7_04D",0,31.25,0,0,2.08333333333333,0,10.4166666666667,0,29.1666666666667,4.16666666666667,2.08333333333333,4.16666666666667,0,16.6666666666667
"RODARMS7_04U",11.1111111111111,2.77777777777778,0,0,0,0,27.7777777777778,0,0,5.55555555555556,0,36.1111111111111,13.8888888888889,2.77777777777778
"RODARMS7_05D",26.3157894736842,10.5263157894737,2.63157894736842,0,0,0,5.26315789473684,0,0,5.26315789473684,0,21.0526315789474,2.63157894736842,26.3157894736842
"RODARMS7_05U",12.2448979591837,24.4897959183673,0,0,0,0,10.2040816326531,0,0,10.2040816326531,2.04081632653061,2.04081632653061,24.4897959183673,14.2857142857143
"RODARMS7_06D",6.38297872340426,55.3191489361702,0,0,6.38297872340426,0,8.51063829787234,0,0,6.38297872340426,2.12765957446809,2.12765957446809,0,12.7659574468085
"RODARMS7_06U",5.40540540540541,8.10810810810811,0,0,0,0,24.3243243243243,0,0,0,0,8.10810810810811,37.8378378378378,16.2162162162162
"RODARMS7_07D",27.2727272727273,21.2121212121212,3.03030303030303,0,0,0,12.1212121212121,3.03030303030303,3.03030303030303,3.03030303030303,0,24.2424242424242,0,3.03030303030303
"RODARMS7_07U",4.16666666666667,52.0833333333333,0,0,2.08333333333333,0,0,2.08333333333333,2.08333333333333,10.4166666666667,0,0,14.5833333333333,12.5
"RODARMS7_08D",2.22222222222222,55.5555555555556,4.44444444444444,0,0,0,2.22222222222222,2.22222222222222,8.88888888888889,6.66666666666667,0,6.66666666666667,0,11.1111111111111
"RODARMS7_08U",20,3.33333333333333,0,0,0,0,10,0,0,0,0,10,33.3333333333333,23.3333333333333
"RODARMS7_09D",25.7142857142857,22.8571428571429,5.71428571428571,0,2.85714285714286,0,11.4285714285714,0,0,11.4285714285714,0,11.4285714285714,0,8.57142857142857
"RODARMS7_09U",0,19.5652173913043,8.69565217391304,0,8.69565217391304,0,4.34782608695652,0,0,10.8695652173913,0,10.8695652173913,19.5652173913043,17.3913043478261
"RODARMS7_10D",12.5,47.9166666666667,14.5833333333333,0,2.08333333333333,0,0,10.4166666666667,0,0,0,0,0,12.5
"RODARMS8_02U",3.03030303030303,3.03030303030303,0,0,0,0,42.4242424242424,0,0,0,0,12.1212121212121,24.2424242424242,15.1515151515152
"RODARMS8_03D",14.2857142857143,14.2857142857143,0,0,0,0,8.57142857142857,2.85714285714286,0,5.71428571428571,0,28.5714285714286,2.85714285714286,22.8571428571429
"RODARMS8_03U",6.25,18.75,0,0,4.16666666666667,0,14.5833333333333,0,0,4.16666666666667,0,0,31.25,20.8333333333333
"RODARMS8_04D",2.08333333333333,37.5,12.5,0,2.08333333333333,0,10.4166666666667,4.16666666666667,0,0,4.16666666666667,6.25,2.08333333333333,18.75
"RODARMS8_04U",7.69230769230769,0,0,0,0,0,7.69230769230769,2.56410256410256,0,2.56410256410256,0,5.12820512820513,43.5897435897436,30.7692307692308
"RODARMS8_05D",15.7894736842105,13.1578947368421,0,0,0,0,21.0526315789474,7.89473684210526,2.63157894736842,15.7894736842105,0,7.89473684210526,0,15.7894736842105
"RODARMS8_05U",4.08163265306122,12.2448979591837,0,0,4.08163265306122,2.04081632653061,26.530612244898,0,2.04081632653061,4.08163265306122,2.04081632653061,0,26.530612244898,16.3265306122449
"RODARMS8_06D",6.38297872340426,31.9148936170213,0,0,2.12765957446809,0,34.0425531914894,0,0,2.12765957446809,2.12765957446809,2.12765957446809,0,19.1489361702128
"RODARMS8_06U",0,4.44444444444444,0,0,0,0,35.5555555555556,0,0,2.22222222222222,0,4.44444444444444,33.3333333333333,20
"RODARMS8_07D",28.2051282051282,10.2564102564103,2.56410256410256,0,0,0,23.0769230769231,0,0,0,0,12.8205128205128,0,23.0769230769231
"RODARMS8_07U",12.5,4.16666666666667,0,0,2.08333333333333,0,16.6666666666667,0,0,0,0,0,50,14.5833333333333
"RODARMS8_08D",13.6363636363636,27.2727272727273,0,0,0,0,38.6363636363636,0,0,4.54545454545455,0,2.27272727272727,6.81818181818182,6.81818181818182
"RODARMS8_08U",5,20,0,0,0,0,22.5,0,0,12.5,0,20,2.5,17.5
"RODARMS8_09D",10.5263157894737,10.5263157894737,5.26315789473684,0,0,0,15.7894736842105,0,7.89473684210526,5.26315789473684,0,21.0526315789474,0,23.6842105263158
"RODARMS8_09U",8.33333333333333,25,0,0,12.5,0,4.16666666666667,0,0,2.08333333333333,0,0,12.5,35.4166666666667
"RODARMS8_10D",2.04081632653061,75.5102040816327,4.08163265306122,0,6.12244897959184,0,2.04081632653061,0,0,0,0,0,0,10.2040816326531
"P50ARMS1A_1T",0,0,0,0,0,0,40.5405405405405,16.2162162162162,0,0,0,21.6216216216216,2.7027027027027,18.9189189189189
"P50ARMS1A_2B",2.5,0,7.5,0,0,0,25,17.5,0,0,0,47.5,0,0
"P50ARMS1A_2T",8.16326530612245,2.04081632653061,0,0,0,0,26.530612244898,24.4897959183673,0,0,0,16.3265306122449,10.2040816326531,12.2448979591837
"P50ARMS1A_3B",4.25531914893617,0,2.12765957446809,0,0,0,17.0212765957447,46.8085106382979,0,0,0,29.7872340425532,0,0
"P50ARMS1A_3T",7.69230769230769,0,0,0,0,0,28.2051282051282,12.8205128205128,0,0,0,23.0769230769231,5.12820512820513,23.0769230769231
"P50ARMS1A_4B",11.1111111111111,0,11.1111111111111,0,0,0,22.2222222222222,16.6666666666667,0,0,0,36.1111111111111,0,2.77777777777778
"P50ARMS1A_4T",6,0,0,0,0,0,2,40,12,0,0,22,10,8
"P50ARMS1A_5B",20.8333333333333,0,0,0,0,0,4.16666666666667,37.5,2.08333333333333,0,0,31.25,0,4.16666666666667
"P50ARMS1A_5T",3.03030303030303,3.03030303030303,0,0,3.03030303030303,0,6.06060606060606,0,9.09090909090909,0,0,51.5151515151515,12.1212121212121,12.1212121212121
"P50ARMS1A_6B",17.8571428571429,7.14285714285714,0,0,0,0,25,10.7142857142857,0,3.57142857142857,0,28.5714285714286,0,7.14285714285714
"P50ARMS1A_6T",6.25,0,0,0,0,0,10.4166666666667,39.5833333333333,6.25,0,0,6.25,25,6.25
"P50ARMS1A_7B",32.6530612244898,0,0,0,2.04081632653061,0,22.4489795918367,18.3673469387755,0,0,0,24.4897959183673,0,0
"P50ARMS1A_7T",2.32558139534884,0,2.32558139534884,0,0,0,6.97674418604651,11.6279069767442,4.65116279069767,0,0,46.5116279069767,13.953488372093,11.6279069767442
"P50ARMS1A_8B",10.8108108108108,2.7027027027027,2.7027027027027,0,0,0,37.8378378378378,10.8108108108108,0,0,0,27.027027027027,0,8.10810810810811
"P50ARMS1A_8T",8.16326530612245,0,0,0,0,0,20.4081632653061,24.4897959183673,0,0,0,16.3265306122449,12.2448979591837,18.3673469387755
